6,96,192,16,16
1,88,192,8,16
1,112,192,8,16
2,88,184,16,8
2,104,184,16,8
8,16,192,16,16
8,16,176,16,16
8,32,176,16,16
8,48,176,16,16
9,64,176,16,16
8,144,176,16,16
8,176,176,16,16
8,192,176,16,16
0,32,160,16,16
9,64,160,16,16
9,80,160,16,16
9,128,160,16,16
8,144,160,16,16
8,192,160,16,16
8,0,144,16,16
8,16,144,16,16
8,48,144,16,16
8,64,144,16,16
8,96,144,16,16
0,112,144,16,16
8,128,144,16,16
8,144,144,16,16
0,0,128,16,16
0,48,128,16,16
8,96,128,16,16
9,128,128,16,16
9,144,128,16,16
8,160,128,16,16
8,192,128,16,16
8,16,112,16,16
8,32,112,16,16
9,48,112,16,16
8,64,112,16,16
8,80,112,16,16
8,96,112,16,16
8,112,112,16,16
9,144,112,16,16
0,160,112,16,16
8,192,112,16,16
0,32,96,16,16
9,48,96,16,16
0,64,96,16,16
0,96,96,16,16
9,112,96,16,16
8,144,96,16,16
8,192,96,16,16
8,0,80,16,16
8,16,80,16,16
8,48,80,16,16
8,80,80,16,16
8,96,80,16,16
8,144,80,16,16
9,0,64,16,16
9,16,64,16,16
8,48,64,16,16
8,96,64,16,16
8,128,64,16,16
8,144,64,16,16
8,160,64,16,16
8,176,64,16,16
9,192,64,16,16
9,0,48,16,16
8,16,48,16,16
8,32,48,16,16
8,48,48,16,16
8,64,48,16,16
3,96,48,16,16
0,144,48,16,16
9,160,48,16,16
9,176,48,16,16
9,192,48,16,16
9,0,32,16,16
9,16,32,16,16
0,32,32,16,16
0,80,32,16,16
8,128,32,16,16
8,160,32,16,16
9,176,32,16,16
9,192,32,16,16
8,0,16,16,16
8,16,16,16,16
8,48,16,16,16
8,80,16,16,16
8,96,16,16,16
8,112,16,16,16
8,128,16,16,16
8,160,16,16,16
8,176,16,16,16
8,192,16,16,16
8,48,0,16,16
8,128,0,16,16
